JAHR;BFS;GEMEINDE;EINWOHNER
2015;137;Oberrieden;5027
2015;36;Oberstammheim;1173
2015;93;Oberweningen;1796
2015;10;Obfelden;5007
2015;157;Oetwil a.S.;4661
2015;246;Oetwil a.d.L.;2363
2015;66;Opfikon;18482
2015;37;Ossingen;1422
2015;94;Otelfingen;2777
2015;11;Ottenbach;2566
2015;224;Pfungen;3750
2015;177;Pfäffikon;11439
2015;67;Rafz;4341
2015;95;Regensberg;465
2015;96;Regensdorf;18010
2015;38;Rheinau;1316
2015;138;Richterswil;13177
2015;225;Rickenbach;2591
2015;12;Rifferswil;1056
2015;68;Rorbas;2742
2015;178;Russikon;4282
2015;97;Rümlang;7752
2015;139;Rüschlikon;5664
2015;118;Rüti;12011
2015;226;Schlatt;735
2015;98;Schleinikon;720
2015;247;Schlieren;18414
2015;197;Schwerzenbach;5020
2015;99;Schöfflisdorf;1395
2015;140;Schönenberg;1863
2015;119;Seegräben;1435
2015;227;Seuzach;7198
2015;100;Stadel;2210
2015;13;Stallikon;3438
2015;101;Steinmaur;3389
2015;158;Stäfa;14152
2015;39;Thalheim a.d.Th.;903
2015;141;Thalwil;17729
2015;41;Truttikon;473
2015;40;Trüllikon;1014
2015;228;Turbenthal;4469
2015;159;Uetikon a.S.;5981
2015;248;Uitikon;4107
2015;249;Unterengstringen;3627
2015;42;Unterstammheim;923
2015;250;Urdorf;9673
2015;198;Uster;33853
2015;43;Volken;339
2015;199;Volketswil;18489
2015;120;Wald;9421
2015;69;Wallisellen;15603
2015;44;Waltalingen;675
2015;200;Wangen-Brüttisellen;7742
2015;70;Wasterkingen;573
2015;102;Weiach;1377
2015;251;Weiningen;4510
2015;180;Weisslingen;3255
2015;14;Wettswil a.A.;4920
2015;121;Wetzikon;24373
2015;298;Wiesendangen;6226
2015;71;Wil;1375
2015;181;Wila;1926
2015;182;Wildberg;1006
2015;72;Winkel;4237
2015;230;Winterthur;108044
2015;142;Wädenswil;21569
2015;231;Zell;5690
2015;161;Zollikon;12744
2015;160;Zumikon;5168
2015;261;Zürich;396027
2016;21;Adlikon;662
2016;131;Adliswil;18651
2016;241;Aesch;1269
2016;1;Aeugst a.A.;1969
2016;2;Affoltern a.A.;11868
2016;211;Altikon;653
2016;30;Andelfingen;2221
2016;51;Bachenbülach;4058
2016;81;Bachs;601
2016;52;Bassersdorf;11551
2016;297;Bauma;4896
2016;22;Benken;858
2016;23;Berg a.I.;567
2016;242;Birmensdorf;6274
2016;3;Bonstetten;5422
2016;82;Boppelsen;1318
2016;213;Brütten;2021
2016;112;Bubikon;7119
2016;24;Buch a.I.;955
2016;83;Buchs;6320
2016;111;Bäretswil;5046
2016;53;Bülach;19503
2016;25;Dachsen;1988
2016;86;Dielsdorf;5962
2016;243;Dietikon;26929
2016;54;Dietlikon;7551
2016;216;Dinhard;1529
2016;26;Dorf;626
2016;214;Dägerlen;992
2016;84;Dällikon;4067
2016;85;Dänikon;1877
2016;215;Dättlikon;780
2016;191;Dübendorf;27510
2016;113;Dürnten;7470
2016;192;Egg;8395
2016;55;Eglisau;5148
2016;217;Elgg;4306
2016;218;Ellikon a.d.Th.;882
2016;219;Elsau;3533
2016;56;Embrach;9161
2016;151;Erlenbach;5502
2016;172;Fehraltorf;6333
2016;27;Feuerthalen;3589
2016;114;Fischenthal;2473
2016;28;Flaach;1354
2016;29;Flurlingen;1433
2016;57;Freienstein-Teufen;2333
2016;193;Fällanden;8401
2016;244;Geroldswil;4923
2016;58;Glattfelden;5041
2016;115;Gossau;9791
2016;194;Greifensee;5366
2016;116;Grüningen;3381
2016;220;Hagenbuch;1093
2016;4;Hausen a.A.;3556
2016;5;Hedingen;3667
2016;31;Henggart;2240
2016;152;Herrliberg;6286
2016;221;Hettlingen;3159
2016;117;Hinwil;11073
2016;132;Hirzel;2168
2016;173;Hittnau;3584
2016;59;Hochfelden;1957
2016;222;Hofstetten;501
2016;153;Hombrechtikon;8595
2016;133;Horgen;20207
2016;32;Humlikon;495
2016;60;Höri;2690
2016;61;Hüntwangen;1022
2016;134;Hütten;897
2016;87;Hüttikon;916
2016;296;Illnau-Effretikon;16734
2016;6;Kappel a.A.;1110
2016;135;Kilchberg;8320
2016;33;Kleinandelfingen;2063
2016;62;Kloten;19021
2016;7;Knonau;2158
2016;154;Küsnacht;14143
2016;136;Langnau a.A.;7476
2016;34;Laufen-Uhwiesen;1644
2016;176;Lindau;5470
2016;63;Lufingen;2202
2016;35;Marthalen;1938
2016;8;Maschwanden;620
2016;195;Maur;10039
2016;156;Meilen;13701
2016;9;Mettmenstetten;4844
2016;155;Männedorf;10799
2016;196;Mönchaltorf;3684
2016;88;Neerach;3106
2016;223;Neftenbach;5537
2016;89;Niederglatt;4889
2016;90;Niederhasli;9168
2016;91;Niederweningen;2916
2016;64;Nürensdorf;5581
2016;65;Oberembrach;1068
2016;245;Oberengstringen;6563
2016;92;Oberglatt;6940
2016;137;Oberrieden;5017
2016;36;Oberstammheim;1190
2016;93;Oberweningen;1776
2016;10;Obfelden;5119
2016;157;Oetwil a.S.;4732
2016;246;Oetwil a.d.L.;2432
2016;66;Opfikon;19461
2016;37;Ossingen;1451
2016;94;Otelfingen;2821
2016;11;Ottenbach;2578
2016;224;Pfungen;3750
2016;177;Pfäffikon;11728
2016;67;Rafz;4389
2016;95;Regensberg;469
2016;96;Regensdorf;18112
2016;38;Rheinau;1301
2016;138;Richterswil;13304
2016;225;Rickenbach;2683
2016;12;Rifferswil;1075
2016;68;Rorbas;2794
2016;178;Russikon;4346
2016;97;Rümlang;7991
2016;139;Rüschlikon;5720
2016;118;Rüti;12012
2016;226;Schlatt;739
2016;98;Schleinikon;725
2016;247;Schlieren;18681
2016;197;Schwerzenbach;5072
2016;99;Schöfflisdorf;1384
2016;140;Schönenberg;1844
2016;119;Seegräben;1436
2016;227;Seuzach;7243
2016;100;Stadel;2224
2016;13;Stallikon;3629
2016;101;Steinmaur;3439
2016;158;Stäfa;14233
2016;39;Thalheim a.d.Th.;905
2016;141;Thalwil;17728
2016;41;Truttikon;469
2016;40;Trüllikon;1064
2016;228;Turbenthal;4662
2016;159;Uetikon a.S.;6042
2016;248;Uitikon;4145
2016;249;Unterengstringen;3744
2016;42;Unterstammheim;899
2016;250;Urdorf;9641
2016;198;Uster;34216
2016;43;Volken;336
2016;199;Volketswil;18499
2016;120;Wald;9591
2016;69;Wallisellen;15849
2016;44;Waltalingen;657
2016;200;Wangen-Brüttisellen;7874
2016;70;Wasterkingen;559
2016;102;Weiach;1471
2016;251;Weiningen;4748
2016;180;Weisslingen;3264
2016;14;Wettswil a.A.;5105
2016;121;Wetzikon;24564
2016;298;Wiesendangen;6281
2016;71;Wil;1364
2016;181;Wila;1941
2016;182;Wildberg;980
2016;72;Winkel;4364
2016;230;Winterthur;109377
2016;142;Wädenswil;21686
2016;231;Zell;5745
2016;161;Zollikon;12779
2016;160;Zumikon;5142
2016;261;Zürich;401144
2017;21;Adlikon;655
2017;131;Adliswil;18731
2017;241;Aesch;1341
2017;1;Aeugst a.A.;1934
2017;2;Affoltern a.A.;12080
2017;211;Altikon;674
2017;30;Andelfingen;2201
2017;51;Bachenbülach;4092
2017;81;Bachs;588
2017;52;Bassersdorf;11593
2017;297;Bauma;4925
2017;22;Benken;857
2017;23;Berg a.I.;562
2017;242;Birmensdorf;6385
2017;3;Bonstetten;5491
2017;82;Boppelsen;1365
2017;213;Brütten;2016
2017;112;Bubikon;7194
2017;24;Buch a.I.;970
2017;83;Buchs;6303
2017;111;Bäretswil;5026
2017;53;Bülach;19817
2017;25;Dachsen;1931
2017;86;Dielsdorf;5940
2017;243;Dietikon;26936
2017;54;Dietlikon;7685
2017;216;Dinhard;1551
2017;26;Dorf;684
2017;214;Dägerlen;1012
2017;84;Dällikon;4100
2017;85;Dänikon;1869
2017;215;Dättlikon;783
2017;191;Dübendorf;28002
2017;113;Dürnten;7518
2017;192;Egg;8442
2017;55;Eglisau;5170
2017;217;Elgg;4403
2017;218;Ellikon a.d.Th.;903
2017;219;Elsau;3616
2017;56;Embrach;9419
2017;151;Erlenbach;5567
2017;172;Fehraltorf;6378
2017;27;Feuerthalen;3636
2017;114;Fischenthal;2504
2017;28;Flaach;1375
2017;29;Flurlingen;1437
2017;57;Freienstein-Teufen;2371
2017;193;Fällanden;8575
2017;244;Geroldswil;4918
2017;58;Glattfelden;5189
2017;115;Gossau;9937
2017;194;Greifensee;5345
2017;116;Grüningen;3361
2017;220;Hagenbuch;1105
2017;4;Hausen a.A.;3646
2017;5;Hedingen;3678
2017;31;Henggart;2256
2017;152;Herrliberg;6290
2017;221;Hettlingen;3174
2017;117;Hinwil;11179
2017;132;Hirzel;2158
2017;173;Hittnau;3613
2017;59;Hochfelden;1927
2017;222;Hofstetten;500
2017;153;Hombrechtikon;8595
2017;133;Horgen;20253
2017;32;Humlikon;486
2017;60;Höri;2721
2017;61;Hüntwangen;1020
2017;134;Hütten;895
2017;87;Hüttikon;925
2017;296;Illnau-Effretikon;16928
2017;6;Kappel a.A.;1124
2017;135;Kilchberg;8437
2017;33;Kleinandelfingen;2077
2017;62;Kloten;19362
2017;7;Knonau;2301
2017;154;Küsnacht;14250
2017;136;Langnau a.A.;7500
2017;34;Laufen-Uhwiesen;1669
2017;176;Lindau;5621
2017;63;Lufingen;2373
2017;35;Marthalen;1949
2017;8;Maschwanden;636
2017;195;Maur;10148
2017;156;Meilen;13958
2017;9;Mettmenstetten;4865
2017;155;Männedorf;10913
2017;196;Mönchaltorf;3715
2017;88;Neerach;3140
2017;223;Neftenbach;5533
2017;89;Niederglatt;4917
2017;90;Niederhasli;9188
2017;91;Niederweningen;3024
2017;64;Nürensdorf;5591
2017;65;Oberembrach;1057
2017;245;Oberengstringen;6569
2017;92;Oberglatt;6964
2017;137;Oberrieden;5071
2017;36;Oberstammheim;1196
2017;93;Oberweningen;1797
2017;10;Obfelden;5340
2017;157;Oetwil a.S.;4754
2017;246;Oetwil a.d.L.;2464
2017;66;Opfikon;19864
2017;37;Ossingen;1566
2017;94;Otelfingen;2831
2017;11;Ottenbach;2556
2017;224;Pfungen;3831
2017;177;Pfäffikon;11817
2017;67;Rafz;4462
2017;95;Regensberg;473
2017;96;Regensdorf;18253
2017;38;Rheinau;1298
2017;138;Richterswil;13407
2017;225;Rickenbach;2655
2017;12;Rifferswil;1096
2017;68;Rorbas;2837
2017;178;Russikon;4355
2017;97;Rümlang;7929
2017;139;Rüschlikon;5830
2017;118;Rüti;12098
2017;226;Schlatt;730
2017;98;Schleinikon;736
2017;247;Schlieren;18666
2017;197;Schwerzenbach;5088
2017;99;Schöfflisdorf;1398
2017;140;Schönenberg;1844
2017;119;Seegräben;1426
2017;227;Seuzach;7291
2017;100;Stadel;2271
2017;13;Stallikon;3687
2017;101;Steinmaur;3460
2017;158;Stäfa;14389
2017;39;Thalheim a.d.Th.;922
2017;141;Thalwil;17784
2017;41;Truttikon;477
2017;40;Trüllikon;1054
2017;228;Turbenthal;4748
2017;159;Uetikon a.S.;6145
2017;248;Uitikon;4239
2017;249;Unterengstringen;3788
2017;42;Unterstammheim;891
2017;250;Urdorf;9768
2017;198;Uster;34442
2017;43;Volken;337
2017;199;Volketswil;18615
2017;120;Wald;9758
2017;69;Wallisellen;15855
2017;44;Waltalingen;654
2017;200;Wangen-Brüttisellen;7892
2017;70;Wasterkingen;574
2017;102;Weiach;1750
2017;251;Weiningen;4760
2017;180;Weisslingen;3301
2017;14;Wettswil a.A.;5097
2017;121;Wetzikon;24452
2017;298;Wiesendangen;6355
2017;71;Wil;1407
2017;181;Wila;1975
2017;182;Wildberg;994
2017;72;Winkel;4511
2017;230;Winterthur;110570
2017;142;Wädenswil;21716
2017;231;Zell;5929
2017;161;Zollikon;12961
2017;160;Zumikon;5120
2017;261;Zürich;407447
2018;21;Adlikon;707
2018;131;Adliswil;18681
2018;241;Aesch;1555
2018;1;Aeugst a.A.;1979
2018;2;Affoltern a.A.;12201
2018;211;Altikon;705
2018;30;Andelfingen;2207
2018;51;Bachenbülach;4159
2018;81;Bachs;580
2018;52;Bassersdorf;11668
2018;297;Bauma;4961
2018;22;Benken;855
2018;23;Berg a.I.;569
2018;242;Birmensdorf;6497
2018;3;Bonstetten;5539
2018;82;Boppelsen;1372
2018;213;Brütten;2009
2018;112;Bubikon;7335
2018;24;Buch a.I.;977
2018;83;Buchs;6390
2018;111;Bäretswil;5009
2018;53;Bülach;20386
2018;25;Dachsen;1916
2018;86;Dielsdorf;5988
2018;243;Dietikon;27146
2018;54;Dietlikon;7768
2018;216;Dinhard;1654
2018;26;Dorf;658
2018;214;Dägerlen;1016
2018;84;Dällikon;4134
2018;85;Dänikon;1873
2018;215;Dättlikon;790
2018;191;Dübendorf;28579
2018;113;Dürnten;7590
2018;192;Egg;8574
2018;55;Eglisau;5207
2018;294;Elgg;4898
2018;218;Ellikon a.d.Th.;903
2018;219;Elsau;3655
2018;56;Embrach;9434
2018;151;Erlenbach;5605
2018;172;Fehraltorf;6421
2018;27;Feuerthalen;3622
2018;114;Fischenthal;2496
2018;28;Flaach;1407
2018;29;Flurlingen;1437
2018;57;Freienstein-Teufen;2367
2018;193;Fällanden;8651
2018;244;Geroldswil;4942
2018;58;Glattfelden;5195
2018;115;Gossau;10198
2018;194;Greifensee;5350
2018;116;Grüningen;3471
2018;220;Hagenbuch;1083
2018;4;Hausen a.A.;3693
2018;5;Hedingen;3729
2018;31;Henggart;2243
2018;152;Herrliberg;6391
2018;221;Hettlingen;3146
2018;117;Hinwil;11117
2018;173;Hittnau;3672
2018;59;Hochfelden;1927
2018;153;Hombrechtikon;8732
2018;295;Horgen;22612
2018;32;Humlikon;486
2018;60;Höri;2831
2018;61;Hüntwangen;1028
2018;134;Hütten;889
2018;87;Hüttikon;922
2018;296;Illnau-Effretikon;17039
2018;6;Kappel a.A.;1158
2018;135;Kilchberg;8818
2018;33;Kleinandelfingen;2109
2018;62;Kloten;19647
2018;7;Knonau;2371
2018;154;Küsnacht;14348
2018;136;Langnau a.A.;7522
2018;34;Laufen-Uhwiesen;1707
2018;176;Lindau;5592
2018;63;Lufingen;2397
2018;35;Marthalen;1902
2018;8;Maschwanden;648
2018;195;Maur;10204
2018;156;Meilen;14190
2018;9;Mettmenstetten;5094
2018;155;Männedorf;11207
2018;196;Mönchaltorf;3753
2018;88;Neerach;3170
2018;223;Neftenbach;5672
2018;89;Niederglatt;4934
2018;90;Niederhasli;9248
2018;91;Niederweningen;3053
2018;64;Nürensdorf;5612
2018;65;Oberembrach;1054
2018;245;Oberengstringen;6570
2018;92;Oberglatt;7088
2018;137;Oberrieden;5085
2018;36;Oberstammheim;1163
2018;93;Oberweningen;1799
2018;10;Obfelden;5580
2018;157;Oetwil a.S.;4814
2018;246;Oetwil a.d.L.;2547
2018;66;Opfikon;20252
2018;37;Ossingen;1633
2018;94;Otelfingen;2928
2018;11;Ottenbach;2553
2018;224;Pfungen;3845
2018;177;Pfäffikon;11899
2018;67;Rafz;4568
2018;95;Regensberg;486
2018;96;Regensdorf;18411
2018;38;Rheinau;1323
2018;138;Richterswil;13467
2018;225;Rickenbach;2703
2018;12;Rifferswil;1122
2018;68;Rorbas;2824
2018;178;Russikon;4355
2018;97;Rümlang;8159
2018;139;Rüschlikon;6028
2018;118;Rüti;12124
2018;226;Schlatt;763
2018;98;Schleinikon;728
2018;247;Schlieren;18670
2018;197;Schwerzenbach;5108
2018;99;Schöfflisdorf;1377
2018;140;Schönenberg;1841
2018;119;Seegräben;1439
2018;227;Seuzach;7320
2018;100;Stadel;2290
2018;13;Stallikon;3676
2018;101;Steinmaur;3527
2018;158;Stäfa;14467
2018;39;Thalheim a.d.Th.;917
2018;141;Thalwil;17964
2018;41;Truttikon;478
2018;40;Trüllikon;1062
2018;228;Turbenthal;4890
2018;159;Uetikon a.S.;6158
2018;248;Uitikon;4330
2018;249;Unterengstringen;3877
2018;42;Unterstammheim;921
2018;250;Urdorf;9833
2018;198;Uster;34647
2018;43;Volken;362
2018;199;Volketswil;18597
2018;120;Wald;9926
2018;69;Wallisellen;16243
2018;44;Waltalingen;656
2018;200;Wangen-Brüttisellen;7917
2018;70;Wasterkingen;554
2018;102;Weiach;1809
2018;251;Weiningen;4816
2018;180;Weisslingen;3384
2018;14;Wettswil a.A.;5172
2018;121;Wetzikon;24764
2018;298;Wiesendangen;6512
2018;71;Wil;1421
2018;181;Wila;1971
2018;182;Wildberg;1002
2018;72;Winkel;4507
2018;230;Winterthur;111558
2018;142;Wädenswil;21591
2018;231;Zell;6017
2018;161;Zollikon;12996
2018;160;Zumikon;5266
2018;261;Zürich;413912
2019;21;Adlikon;694
2019;131;Adliswil;18869
2019;241;Aesch;1661
2019;1;Aeugst a.A.;1981
2019;2;Affoltern a.A.;12309
2019;211;Altikon;698
2019;30;Andelfingen;2238
2019;51;Bachenbülach;4169
2019;81;Bachs;596
2019;52;Bassersdorf;11832
2019;297;Bauma;4870
2019;22;Benken;847
2019;23;Berg a.I.;578
2019;242;Birmensdorf;6714
2019;3;Bonstetten;5576
2019;82;Boppelsen;1424
2019;213;Brütten;2068
2019;112;Bubikon;7349
2019;24;Buch a.I.;979
2019;83;Buchs;6560
2019;111;Bäretswil;5055
2019;53;Bülach;21336
2019;25;Dachsen;1916
2019;86;Dielsdorf;5960
2019;243;Dietikon;27661
2019;54;Dietlikon;7839
2019;216;Dinhard;1686
2019;26;Dorf;658
2019;214;Dägerlen;1037
2019;84;Dällikon;4170
2019;85;Dänikon;1860
2019;215;Dättlikon;777
2019;191;Dübendorf;29228
2019;113;Dürnten;7594
2019;192;Egg;8786
2019;55;Eglisau;5335
2019;294;Elgg;4935
2019;218;Ellikon a.d.Th.;901
2019;219;Elsau;3645
2019;56;Embrach;9410
2019;151;Erlenbach;5586
2019;172;Fehraltorf;6480
2019;27;Feuerthalen;3605
2019;114;Fischenthal;2505
2019;28;Flaach;1420
2019;29;Flurlingen;1477
2019;57;Freienstein-Teufen;2390
2019;193;Fällanden;8678
2019;244;Geroldswil;4928
2019;58;Glattfelden;5218
2019;115;Gossau;10254
2019;194;Greifensee;5379
2019;116;Grüningen;3638
2019;220;Hagenbuch;1079
2019;4;Hausen a.A.;3749
2019;5;Hedingen;3775
2019;31;Henggart;2235
2019;152;Herrliberg;6458
2019;221;Hettlingen;3167
2019;117;Hinwil;11271
2019;173;Hittnau;3656
2019;59;Hochfelden;1978
2019;153;Hombrechtikon;8759
2019;295;Horgen;22979
2019;32;Humlikon;485
2019;60;Höri;2877
2019;61;Hüntwangen;1057
2019;87;Hüttikon;949
2019;296;Illnau-Effretikon;17316
2019;6;Kappel a.A.;1221
2019;135;Kilchberg;8925
2019;33;Kleinandelfingen;2077
2019;62;Kloten;20079
2019;7;Knonau;2373
2019;154;Küsnacht;14537
2019;136;Langnau a.A.;7727
2019;34;Laufen-Uhwiesen;1759
2019;176;Lindau;5589
2019;63;Lufingen;2414
2019;35;Marthalen;1908
2019;8;Maschwanden;640
2019;195;Maur;10462
2019;156;Meilen;14326
2019;9;Mettmenstetten;5199
2019;155;Männedorf;11317
2019;196;Mönchaltorf;3887
2019;88;Neerach;3174
2019;223;Neftenbach;5719
2019;89;Niederglatt;4991
2019;90;Niederhasli;9340
2019;91;Niederweningen;3072
2019;64;Nürensdorf;5593
2019;65;Oberembrach;1101
2019;245;Oberengstringen;6739
2019;92;Oberglatt;7208
2019;137;Oberrieden;4996
2019;93;Oberweningen;1791
2019;10;Obfelden;5725
2019;157;Oetwil a.S.;4844
2019;246;Oetwil a.d.L.;2518
2019;66;Opfikon;20889
2019;37;Ossingen;1665
2019;94;Otelfingen;2980
2019;11;Ottenbach;2593
2019;224;Pfungen;3895
2019;177;Pfäffikon;12135
2019;67;Rafz;4650
2019;95;Regensberg;465
2019;96;Regensdorf;18494
2019;38;Rheinau;1315
2019;138;Richterswil;13598
2019;225;Rickenbach;2743
2019;12;Rifferswil;1129
2019;68;Rorbas;2883
2019;178;Russikon;4387
2019;97;Rümlang;8229
2019;139;Rüschlikon;6103
2019;118;Rüti;12254
2019;226;Schlatt;785
2019;98;Schleinikon;757
2019;247;Schlieren;18754
2019;197;Schwerzenbach;5168
2019;99;Schöfflisdorf;1377
2019;119;Seegräben;1426
2019;227;Seuzach;7427
2019;100;Stadel;2296
2019;13;Stallikon;3753
2019;292;Stammheim;2785
2019;101;Steinmaur;3611
2019;158;Stäfa;14708
2019;39;Thalheim a.d.Th.;942
2019;141;Thalwil;18121
2019;41;Truttikon;464
2019;40;Trüllikon;1056
2019;228;Turbenthal;4891
2019;159;Uetikon a.S.;6191
2019;248;Uitikon;4663
2019;249;Unterengstringen;3924
2019;250;Urdorf;9975
2019;198;Uster;34986
2019;43;Volken;380
2019;199;Volketswil;18623
2019;120;Wald;10078
2019;69;Wallisellen;16774
2019;200;Wangen-Brüttisellen;7966
2019;70;Wasterkingen;560
2019;102;Weiach;1905
2019;251;Weiningen;4800
2019;180;Weisslingen;3369
2019;14;Wettswil a.A.;5235
2019;121;Wetzikon;24985
2019;298;Wiesendangen;6601
2019;71;Wil;1472
2019;181;Wila;1978
2019;182;Wildberg;982
2019;72;Winkel;4524
2019;230;Winterthur;112911
2019;293;Wädenswil;24569
2019;231;Zell;6295
2019;161;Zollikon;13039
2019;160;Zumikon;5481
2019;261;Zürich;419012
